budget,revenue,content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
nan,49714378.0,100,81,"Animation,Fantasy,Action,Adventure,Drama",Mamoru Hosoda,2015,7,11,5,119,The Boy and the Beast,https://www.themoviedb.org//movie/315465-the-boy-and-the-beast
nan,nan,100,64,"Animation,Family,TV Movie",Karen Disher,2011,11,24,3,26,Ice Age: A Mammoth Christmas,https://www.themoviedb.org//movie/79218-ice-age-a-mammoth-christmas
nan,nan,93,40,"Music,Comedy",Stanley Sunday,2021,6,9,2,nan,Stop,https://www.themoviedb.org//movie/824920-stop
207000000.0,562363449.0,100,68,"Adventure,Drama,Action",Peter Jackson,2005,12,16,4,187,King Kong,https://www.themoviedb.org//movie/254-king-kong
nan,nan,93,74,Science Fiction,Eddie Lebron,2013,1,5,5,18,Sonic,https://www.themoviedb.org//movie/624956-sonic
nan,4873825.0,100,58,"Action,Drama,Adventure",Bruce MacDonald,2018,2,16,4,110,Samson,https://www.themoviedb.org//movie/474392-samson
nan,nan,100,63,"Animation,Romance,Drama",Chiaki Kon,2014,3,15,5,50,Sekaiichi Hatsukoi Movie,https://www.themoviedb.org//movie/448441-sekaiichi-hatsukoi-movie
135000000.0,368871007.0,100,68,"Fantasy,Comedy,Animation,Science Fiction,Family",Takao Noguchi,2015,3,26,3,94,Home,https://www.themoviedb.org//movie/228161-home
5000000.0,nan,100,61,"Family,Animation,Romance,Fantasy",John Kafka,2002,2,23,5,74,Cinderella II: Dreams Come True,https://www.themoviedb.org//movie/14128-cinderella-ii-dreams-come-true
90000000.0,347325802.0,100,67,"Action,Comedy,Crime",Ross LaManna,2001,8,3,4,90,Rush Hour 2,https://www.themoviedb.org//movie/5175-rush-hour-2
18000000.0,270665134.0,100,62,Comedy,Nicholas Stoller,2014,5,9,4,97,Neighbors,https://www.themoviedb.org//movie/195589-neighbors
42000000.0,33542457.0,100,68,"Action,Science Fiction",Jeff Wadlow,2020,3,13,4,110,Bloodshot,https://www.themoviedb.org//movie/338762-bloodshot
65000000.0,121545703.0,100,63,"Action,Drama,Adventure",Daniel Lee Yan-Kong,2015,9,4,4,127,Dragon Blade,https://www.themoviedb.org//movie/300168-dragon-blade
nan,nan,100,72,"Thriller,Horror,Drama",Castille Landon,2021,2,12,4,109,Fear of Rain,https://www.themoviedb.org//movie/599281-fear-of-rain
20000000.0,33889159.0,100,68,"Comedy,Drama,Family,Romance",Andy Fickman,2006,3,17,4,105,She's the Man,https://www.themoviedb.org//movie/9655-she's-the-man
16000000.0,51764406.0,100,61,"Horror,Thriller",Sheldon Turner,2006,10,6,4,91,The Texas Chainsaw Massacre: The Beginning,https://www.themoviedb.org//movie/10781-the-texas-chainsaw-massacre-the-beginning
10000000.0,80239658.0,100,72,"Horror,Mystery,Thriller",Ari Aster,2018,6,21,3,127,Hereditary,https://www.themoviedb.org//movie/493922-hereditary
15000000.0,73707461.0,100,74,"Fantasy,Comedy",Michael McDowell,1989,8,4,4,92,Beetlejuice,https://www.themoviedb.org//movie/4011-beetlejuice
30000000.0,47042000.0,100,68,"Action,Thriller,Science Fiction",Rian Johnson,2012,10,12,4,118,Looper,https://www.themoviedb.org//movie/59967-looper
nan,nan,93,20,Comedy,Rodrigo Van Der Put,2021,11,12,4,nan,Detetive Madeinusa,https://www.themoviedb.org//movie/885458-detetive-madeinusa
nan,nan,100,67,"Adventure,Animation,Family",Ben Gluck,2006,8,17,3,73,Brother Bear 2,https://www.themoviedb.org//movie/10010-brother-bear-2
nan,61700000.0,100,77,"Adventure,Action,Drama,History",Keishi Ōtomo,2012,8,25,5,134,Rurouni Kenshin Part I: Origins,https://www.themoviedb.org//movie/127533-rurouni-kenshin-part-i-origins
12000000.0,101332962.0,100,66,Drama,Randall Wallace,2014,4,16,2,99,Heaven Is for Real,https://www.themoviedb.org//movie/236751-heaven-is-for-real
nan,nan,100,70,"Animation,Adventure,Fantasy",Shinichi Otsuka,2018,10,6,5,60,Re:ZERO -Starting Life in Another World- Memory Snow,https://www.themoviedb.org//movie/532321-rezero--starting-life-in-another-world--memory-snow
nan,521149.0,100,59,"Adventure,Animation,Family,Fantasy",Aina Järvine,2019,10,24,3,85,Bayala: A Magical Adventure,https://www.themoviedb.org//movie/587065-bayala-a-magical-adventure
10000000.0,163876815.0,100,64,"Horror,Thriller,Crime",Leigh Whannell,2006,10,27,4,114,Saw III,https://www.themoviedb.org//movie/214-saw-iii
nan,nan,93,64,"Adventure,Animation,Comedy,Family,TV Movie",Ricardo Curtis,2016,3,19,5,25,Ice Age: The Great Egg-Scapade,https://www.themoviedb.org//movie/387893-ice-age-the-great-egg-scapade
65000000.0,211780824.0,100,63,"Comedy,Drama",Todd Phillips,2010,11,4,3,95,Due Date,https://www.themoviedb.org//movie/41733-due-date
4000000.0,36359037.0,100,71,"Family,Animation,Romance",Ward Greene,1955,6,22,2,76,Lady and the Tramp,https://www.themoviedb.org//movie/10340-lady-and-the-tramp
60000000.0,93375151.0,100,54,"Family,Comedy",Lawrence Guterman,2001,7,4,2,87,Cats & Dogs,https://www.themoviedb.org//movie/10992-cats-&-dogs
40000000.0,130290885.0,100,51,"Fantasy,Action,Science Fiction,Thriller,Horror",Ronald Shusett,2007,12,25,1,94,Aliens vs Predator: Requiem,https://www.themoviedb.org//movie/440-aliens-vs-predator-requiem
60000000.0,361366633.0,100,58,"Comedy,Family,Fantasy,Animation",Jon Vitti,2007,12,16,6,92,Alvin and the Chipmunks,https://www.themoviedb.org//movie/6477-alvin-and-the-chipmunks
nan,nan,71,69,"Animation,Action,Adventure",Hayato Date,2003,12,20,5,40,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,https://www.themoviedb.org//movie/410685-naruto-the-lost-story---mission-protect-the-waterfall-village!
nan,nan,100,63,"Action,Thriller",Robert Mandel,1996,4,19,4,114,The Substitute,https://www.themoviedb.org//movie/20762-the-substitute
nan,nan,100,55,"Horror,Thriller",Toby Watts,2020,11,17,1,87,Playhouse,https://www.themoviedb.org//movie/728791-playhouse
75000000.0,152930623.0,100,60,"Action,Comedy",Ted Griffin,2011,11,4,4,104,Tower Heist,https://www.themoviedb.org//movie/59108-tower-heist
nan,nan,100,63,"Animation,Family",Damien O'Connor,2020,12,1,1,47,Angela's Christmas Wish,https://www.themoviedb.org//movie/752455-angela's-christmas-wish
20000000.0,136150434.0,100,60,"Horror,Crime",Kevin Greutert,2010,10,28,3,90,Saw 3D,https://www.themoviedb.org//movie/41439-saw-3d
70000000.0,17752940.0,100,54,"Crime,Thriller,Action",Michael Mann,2015,1,16,4,133,Blackhat,https://www.themoviedb.org//movie/201088-blackhat
nan,nan,100,59,"Drama,Comedy",Claus Drexel,2021,4,8,3,86,Under the Stars of Paris,https://www.themoviedb.org//movie/575293-under-the-stars-of-paris
24000000.0,83188165.0,100,54,"Comedy,Horror",Alexandre Aja,2010,8,20,4,88,Piranha 3D,https://www.themoviedb.org//movie/43593-piranha-3d
6000000.0,4591629.0,100,55,"Comedy,Romance",Zach Cregger,2009,3,13,4,89,Miss March,https://www.themoviedb.org//movie/19556-miss-march
140000000.0,150680864.0,100,56,"Action,Adventure,Fantasy",Alex Proyas,2016,2,26,4,127,Gods of Egypt,https://www.themoviedb.org//movie/205584-gods-of-egypt
550000.0,59754601.0,100,64,Horror,Sean S. Cunningham,1980,5,9,4,95,Friday the 13th,https://www.themoviedb.org//movie/4488-friday-the-13th
nan,nan,100,65,"Animation,Drama",Yutaka Yamamoto,2019,6,21,4,52,Twilight,https://www.themoviedb.org//movie/589082-twilight
nan,nan,100,71,"Comedy,Adventure,Family,Fantasy",Clay Kaytis,2018,11,22,3,104,The Christmas Chronicles,https://www.themoviedb.org//movie/527435-the-christmas-chronicles
nan,nan,100,67,"Animation,Fantasy,Adventure,Drama",Hiromasa Yonebayashi,2018,8,24,4,54,Modest Heroes,https://www.themoviedb.org//movie/514710-modest-heroes
nan,nan,100,61,"Animation,Mystery,Horror,Science Fiction",Ryoutarou Makihara,2015,10,2,4,120,The Empire of Corpses,https://www.themoviedb.org//movie/342588-the-empire-of-corpses
150000000.0,682330139.0,100,72,"Action,Adventure",Christopher McQuarrie,2015,8,7,4,131,Mission: Impossible - Rogue Nation,https://www.themoviedb.org//movie/177677-mission-impossible---rogue-nation
nan,nan,100,67,Comedy,Fabrício Bittar,2021,6,4,4,nan,Como Hackear Seu Chefe,https://www.themoviedb.org//movie/835666-como-hackear-seu-chefe
11000000.0,104931801.0,100,81,"Horror,Science Fiction",Dan O'Bannon,1979,12,6,3,117,Alien,https://www.themoviedb.org//movie/348-alien
10000000.0,1034589.0,100,59,Thriller,Todd Robinson,2013,3,1,4,99,Phantom,https://www.themoviedb.org//movie/152259-phantom
nan,nan,93,57,Drama,Todd Verow,2012,2,8,2,94,Fucking Different XXX,https://www.themoviedb.org//movie/187257-fucking-different-xxx
75000000.0,443140005.0,100,57,"Comedy,Family,Animation,Fantasy,Music",Ross Bagdasarian,2009,12,23,2,88,Alvin and the Chipmunks: The Squeakquel,https://www.themoviedb.org//movie/23398-alvin-and-the-chipmunks-the-squeakquel
nan,7640680.0,100,67,"Drama,Romance",Julio Medem,2002,7,12,4,128,Sex and Lucía,https://www.themoviedb.org//movie/1364-sex-and-lucía
35000000.0,108758521.0,100,58,Comedy,Brendan O'Brien,2016,5,20,4,92,Neighbors 2: Sorority Rising,https://www.themoviedb.org//movie/325133-neighbors-2-sorority-rising
2000000.0,9250000.0,100,74,"Crime,Drama,Romance",Vladimir Nabokov,1962,6,21,3,154,Lolita,https://www.themoviedb.org//movie/802-lolita
nan,11750306.0,100,67,"Action,Horror",Kim Joo-hwan,2019,7,31,2,129,The Divine Fury,https://www.themoviedb.org//movie/571627-the-divine-fury
nan,nan,93,68,Documentary,Morgan Spurlock,2010,1,10,6,42,The Simpsons 20th Anniversary Special - In 3D! On Ice!,https://www.themoviedb.org//movie/375848-the-simpsons-20th-anniversary-special---in-3d!-on-ice!
21000000.0,31635150.0,100,67,"Comedy,Romance",Stuart Blumberg,2004,4,9,4,110,The Girl Next Door,https://www.themoviedb.org//movie/10591-the-girl-next-door
20000000.0,230098753.0,100,85,"Comedy,Drama",Roberto Benigni,1998,10,22,3,116,Life Is Beautiful,https://www.themoviedb.org//movie/637-life-is-beautiful
38000000.0,125289450.0,100,62,"Family,Action,Animation,Comedy",David Soren,2017,6,2,4,89,Captain Underpants: The First Epic Movie,https://www.themoviedb.org//movie/268531-captain-underpants-the-first-epic-movie
37000000.0,96455697.0,100,67,"Comedy,Fantasy,Romance",Gary Winick,2004,4,13,1,98,13 Going on 30,https://www.themoviedb.org//movie/10096-13-going-on-30
70000000.0,481840909.0,100,82,"Drama,History,War",Steven Spielberg,1998,7,24,4,169,Saving Private Ryan,https://www.themoviedb.org//movie/857-saving-private-ryan
nan,nan,100,72,"Action,Animation,Fantasy",Jose Delbo,2015,7,14,1,76,Justice League: Gods and Monsters,https://www.themoviedb.org//movie/323027-justice-league-gods-and-monsters
63000000.0,100853753.0,100,84,Drama,David Fincher,1999,10,15,4,139,Fight Club,https://www.themoviedb.org//movie/550-fight-club
nan,nan,100,65,"Drama,Horror,Thriller",Remi Weekes,2020,10,30,4,93,His House,https://www.themoviedb.org//movie/575774-his-house
nan,4983582.0,100,67,"Animation,Adventure,Family,Comedy",Andrea Deppert,2019,12,11,2,89,Latte and the Magic Waterstone,https://www.themoviedb.org//movie/586954-latte-and-the-magic-waterstone
3800000.0,20109115.0,100,69,Comedy,Paris Barclay,1996,1,12,4,89,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,https://www.themoviedb.org//movie/10607-don't-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood
8000000.0,nan,100,49,"Comedy,Romance",Brian Herzlinger,2009,6,9,1,95,Baby on Board,https://www.themoviedb.org//movie/18131-baby-on-board
nan,nan,100,58,"Fantasy,Adventure,Comedy",Michel Hazanavicius,2020,2,12,2,101,The Lost Prince,https://www.themoviedb.org//movie/520725-the-lost-prince
12500000.0,20416563.0,100,79,"War,Drama",Mark Herman,2008,11,7,4,94,The Boy in the Striped Pyjamas,https://www.themoviedb.org//movie/14574-the-boy-in-the-striped-pyjamas
nan,nan,100,56,"Drama,Romance",Christian Molina,2008,10,17,4,102,Diary of a Nymphomaniac,https://www.themoviedb.org//movie/19173-diary-of-a-nymphomaniac
94000000.0,274650803.0,100,64,"Action,Adventure,Fantasy",Geneva Robertson-Dworet,2018,3,16,4,118,Tomb Raider,https://www.themoviedb.org//movie/338970-tomb-raider
40000000.0,146661977.0,100,65,"Action,Thriller",Katrin Benedikt,2019,8,23,4,122,Angel Has Fallen,https://www.themoviedb.org//movie/423204-angel-has-fallen
nan,nan,100,70,"Western,Romance,Drama",Jane Campion,2021,11,17,2,126,The Power of the Dog,https://www.themoviedb.org//movie/600583-the-power-of-the-dog
nan,nan,100,50,Drama,Victor Soares,2021,1,2,5,83,Stranded,https://www.themoviedb.org//movie/841793-stranded
177200000.0,225874228.0,100,66,"Adventure,Science Fiction,Action",Luc Besson,2017,7,21,4,136,Valerian and the City of a Thousand Planets,https://www.themoviedb.org//movie/339964-valerian-and-the-city-of-a-thousand-planets
33000000.0,244721064.0,100,69,"Action,Comedy,Crime",Ross LaManna,1998,9,18,4,98,Rush Hour,https://www.themoviedb.org//movie/2109-rush-hour
nan,nan,93,81,"Animation,Science Fiction,TV Movie",Tom Warburton,2006,8,10,3,73,Codename: Kids Next Door - Operation Z.E.R.O.,https://www.themoviedb.org//movie/205081-codename-kids-next-door---operation-z.e.r.o.
nan,23740788.0,100,70,"Animation,Family,Adventure,Fantasy",Tetsuo Yajima,2018,7,13,4,100,Pokémon the Movie: The Power of Us,https://www.themoviedb.org//movie/494407-pokémon-the-movie-the-power-of-us
13000000.0,102600000.0,100,86,"Drama,Crime",Francis Ford Coppola,1974,12,20,4,202,The Godfather: Part II,https://www.themoviedb.org//movie/240-the-godfather-part-ii
10000000.0,nan,100,54,Horror,Rob Zombie,2009,8,28,4,105,Halloween II,https://www.themoviedb.org//movie/24150-halloween-ii
nan,nan,100,70,"Animation,Fantasy,Action,Drama,Comedy",Taichi Ishidate,2015,3,15,6,82,Beyond the Boundary: I'll Be Here – Past,https://www.themoviedb.org//movie/311056-beyond-the-boundary-i'll-be-here-–-past
nan,nan,100,nan,Fantasy,David Yates,2022,4,15,4,nan,Fantastic Beasts: The Secrets of Dumbledore,https://www.themoviedb.org//movie/338953-fantastic-beasts-the-secrets-of-dumbledore
nan,nan,100,67,"Horror,Science Fiction",Brannon Braga,2020,10,7,2,107,Books of Blood,https://www.themoviedb.org//movie/715123-books-of-blood
nan,9458590.0,100,70,"Drama,Romance",Barbara Bialowas,2020,2,7,4,116,365 Days,https://www.themoviedb.org//movie/664413-365-days
3000000.0,22182353.0,100,73,"Animation,Family",Wolfgang Reitherman,1963,12,25,2,79,The Sword in the Stone,https://www.themoviedb.org//movie/9078-the-sword-in-the-stone
61000000.0,95696996.0,100,71,"Action,Drama,Mystery,Thriller,Crime",Antoine Fuqua,2007,3,22,3,124,Shooter,https://www.themoviedb.org//movie/7485-shooter
100000000.0,374733942.0,100,80,"War,Drama,Action,Thriller",Sam Mendes,2020,1,17,4,119,1917,https://www.themoviedb.org//movie/530915-1917
60000000.0,205754447.0,100,61,"Action,Thriller",Katrin Benedikt,2016,3,4,4,99,London Has Fallen,https://www.themoviedb.org//movie/267860-london-has-fallen
nan,225879065.0,100,84,Drama,Derek Tsang,2019,11,8,4,135,Better Days,https://www.themoviedb.org//movie/575813-better-days
35000000.0,411348924.0,100,72,"Fantasy,Action",Bob Kane,1990,3,13,1,126,Batman,https://www.themoviedb.org//movie/268-batman
nan,nan,100,67,"Animation,Family,Fantasy",William Lau,2011,3,15,1,72,Barbie: A Fairy Secret,https://www.themoviedb.org//movie/57737-barbie-a-fairy-secret
10000000.0,nan,100,61,"Thriller,Action,Drama",Dolph Lundgren,2015,5,22,4,96,Skin Trade,https://www.themoviedb.org//movie/327833-skin-trade
4000000.0,152925093.0,100,66,Horror,Darren Lynn Bousman,2005,10,28,4,89,Saw II,https://www.themoviedb.org//movie/215-saw-ii
nan,4176641.0,100,62,"Horror,Mystery,Thriller",David Prior,2020,10,23,4,137,The Empty Man,https://www.themoviedb.org//movie/516632-the-empty-man
nan,nan,100,60,Documentary,Jill Bauer,2015,5,29,4,84,Hot Girls Wanted,https://www.themoviedb.org//movie/318256-hot-girls-wanted
nan,nan,86,20,"Thriller,TV Movie",Roxanne Boisvert,2021,6,3,3,86,The Perfect Wedding,https://www.themoviedb.org//movie/837463-the-perfect-wedding
39000000.0,81493846.0,100,69,"Animation,Comedy,Family",Tim Burton,2012,10,5,4,87,Frankenweenie,https://www.themoviedb.org//movie/62214-frankenweenie
61000000.0,131940411.0,100,65,"Action,Comedy,Crime",Baltasar Kormákur,2013,8,2,4,109,2 Guns,https://www.themoviedb.org//movie/136400-2-guns
21000000.0,236412453.0,100,71,"Drama,Comedy,Romance",David O. Russell,2012,12,25,1,122,Silver Linings Playbook,https://www.themoviedb.org//movie/82693-silver-linings-playbook
20000000.0,22217407.0,100,64,Horror,James Wan,2007,3,16,4,89,Dead Silence,https://www.themoviedb.org//movie/14001-dead-silence
16000000.0,76514050.0,100,52,"Horror,Thriller,Mystery",David S. Goyer,2009,1,9,4,87,The Unborn,https://www.themoviedb.org//movie/13788-the-unborn
10000.0,1000000.0,93,58,"Horror,Fantasy",Minoru Inao,2005,7,29,4,56,Semen Demon,https://www.themoviedb.org//movie/245992-semen-demon
52000000.0,352114312.0,100,79,"Drama,Crime",Steven Spielberg,2002,12,25,2,141,Catch Me If You Can,https://www.themoviedb.org//movie/640-catch-me-if-you-can
nan,5972942.0,100,67,"Horror,Mystery",André Øvredal,2017,1,13,4,86,The Autopsy of Jane Doe,https://www.themoviedb.org//movie/397243-the-autopsy-of-jane-doe
40000000.0,43070915.0,100,64,"Science Fiction,Horror",Alex Garland,2018,2,23,4,115,Annihilation,https://www.themoviedb.org//movie/300668-annihilation
nan,nan,100,67,"Animation,Family",Bony Wirasmono,2021,10,14,3,107,Nussa,https://www.themoviedb.org//movie/681783-nussa
nan,nan,56,71,Animation,Tsutomu Shibayama,2003,3,8,5,90,Doraemon: Nobita and the Windmasters,https://www.themoviedb.org//movie/98613-doraemon-nobita-and-the-windmasters
35000000.0,99255460.0,100,62,"Comedy,Family",Jared Hess,2006,6,16,4,92,Nacho Libre,https://www.themoviedb.org//movie/9353-nacho-libre
nan,5723917.0,100,45,"Comedy,Drama",Alfonso Albacete,2009,3,27,4,107,"Sex, Party and Lies","https://www.themoviedb.org//movie/17899-sex,-party-and-lies"
2011799.0,252207.0,100,52,Horror,Tom Six,2009,4,26,6,92,The Human Centipede (First Sequence),https://www.themoviedb.org//movie/37169-the-human-centipede-(first-sequence)
75000000.0,342695435.0,100,57,"Comedy,Fantasy,Family,Music,Animation",Mike Mitchell,2011,12,16,4,87,Alvin and the Chipmunks: Chipwrecked,https://www.themoviedb.org//movie/55301-alvin-and-the-chipmunks-chipwrecked
nan,nan,100,74,"Comedy,Fantasy,Science Fiction",Scott Speer,2018,2,9,4,106,Status Update,https://www.themoviedb.org//movie/416494-status-update
195000000.0,197687603.0,100,58,"Fantasy,Action,Adventure,Family",Darren Lemke,2013,3,1,4,114,Jack the Giant Slayer,https://www.themoviedb.org//movie/81005-jack-the-giant-slayer
nan,nan,100,72,"Animation,Family,Adventure,Comedy,Fantasy",John Sanford,2015,5,26,1,26,Dragons: Dawn Of The Dragon Racers,https://www.themoviedb.org//movie/298115-dragons-dawn-of-the-dragon-racers
19500000.0,194989655.0,100,73,"Drama,Fantasy,Romance",Guillermo del Toro,2018,2,16,4,123,The Shape of Water,https://www.themoviedb.org//movie/399055-the-shape-of-water
30000000.0,100491683.0,100,61,"Family,Animation,Comedy,Adventure",Igor Kovalyov,1998,11,20,4,79,The Rugrats Movie,https://www.themoviedb.org//movie/14444-the-rugrats-movie
nan,nan,100,54,"Family,Adventure,Animation,Romance",Tom Ellery,1998,8,4,1,72,Pocahontas II: Journey to a New World,https://www.themoviedb.org//movie/13761-pocahontas-ii-journey-to-a-new-world
500000.0,33456317.0,100,74,"Drama,Romance",Alex Kendrick,2008,9,26,4,122,Fireproof,https://www.themoviedb.org//movie/14438-fireproof
nan,nan,43,85,,Amir Assadi,2012,1,8,6,61,Lesbian Love,https://www.themoviedb.org//movie/204450-lesbian-love
28000000.0,121147947.0,100,81,"Drama,Romance",Joe Wright,2005,11,11,4,127,Pride & Prejudice,https://www.themoviedb.org//movie/4348-pride-&-prejudice
3300000.0,13092000.0,100,84,"Drama,Music",Damien Chazelle,2014,10,10,4,107,Whiplash,https://www.themoviedb.org//movie/244786-whiplash
21000000.0,43928932.0,100,67,"Action,Crime,Thriller",Louis Leterrier,2002,10,2,2,92,The Transporter,https://www.themoviedb.org//movie/4108-the-transporter
nan,269980.0,100,68,"Animation,Science Fiction,Action",Takeshi Nozue,2016,7,9,5,115,Kingsglaive: Final Fantasy XV,https://www.themoviedb.org//movie/390734-kingsglaive-final-fantasy-xv
nan,nan,100,52,"Horror,Comedy",Steven Ayromlooi,2003,12,30,1,90,Leprechaun: Back 2 tha Hood,https://www.themoviedb.org//movie/19288-leprechaun-back-2-tha-hood
nan,39881.0,100,55,"Action,Thriller",Mark Steven Johnson,2013,7,12,4,91,Killing Season,https://www.themoviedb.org//movie/77663-killing-season
5000000.0,40100000.0,100,67,"Horror,Thriller",John Erick Dowdle,2014,8,29,4,93,"As Above, So Below","https://www.themoviedb.org//movie/256274-as-above,-so-below"
14000000.0,173046663.0,100,73,"Crime,Horror,Mystery",Wes Craven,1996,12,20,4,112,Scream,https://www.themoviedb.org//movie/4232-scream
nan,3346265.0,100,61,"Drama,History,War",Peter Webber,2013,3,8,4,105,Emperor,https://www.themoviedb.org//movie/127372-emperor
nan,5707415.0,100,72,"Mystery,Thriller,Crime,Comedy,Drama",Kim Yong-hoon,2020,2,19,2,108,Beasts Clawing at Straws,https://www.themoviedb.org//movie/571648-beasts-clawing-at-straws
40000000.0,38172500.0,100,69,"Fantasy,Animation,Drama,Romance,Family",Frederik Du Chau,1998,5,15,4,86,Quest for Camelot,https://www.themoviedb.org//movie/18937-quest-for-camelot
nan,nan,100,65,"Horror,Science Fiction,Thriller","Emmanuel Osei-Kuffour, Jr.",2020,10,6,1,100,Black Box,https://www.themoviedb.org//movie/716258-black-box
nan,nan,100,72,"Comedy,Action,Animation,Adventure",Tensai Okamura,2004,8,21,5,82,Naruto the Movie: Ninja Clash in the Land of Snow,https://www.themoviedb.org//movie/16907-naruto-the-movie-ninja-clash-in-the-land-of-snow
103000000.0,465361176.0,100,82,"Action,Drama,Adventure",Ridley Scott,2000,5,1,0,155,Gladiator,https://www.themoviedb.org//movie/98-gladiator
155000000.0,415686217.0,100,64,"Adventure,Family,Fantasy",Michael Apted,2010,12,10,4,113,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.themoviedb.org//movie/10140-the-chronicles-of-narnia-the-voyage-of-the-dawn-treader
45000000.0,224834564.0,100,67,"Animation,Comedy,Family",Nick Park,2000,6,23,4,84,Chicken Run,https://www.themoviedb.org//movie/7443-chicken-run
8000000.0,49000000.0,100,71,"Drama,Action,History,Thriller",Kim Han-min,2011,8,10,2,122,War of the Arrows,https://www.themoviedb.org//movie/79224-war-of-the-arrows
nan,nan,100,51,Horror,Tate Steinsiek,2020,12,4,4,106,Castle Freak,https://www.themoviedb.org//movie/593655-castle-freak
5000000.0,23507567.0,100,61,Drama,Harold Cronk,2016,4,1,4,121,God's Not Dead 2,https://www.themoviedb.org//movie/347126-god's-not-dead-2
25000000.0,230698791.0,100,81,"Drama,History",Theodore Melfi,2017,2,24,4,127,Hidden Figures,https://www.themoviedb.org//movie/381284-hidden-figures
nan,4496912.0,100,71,"Animation,Family",William Lau,2008,11,14,4,76,Barbie in 'A Christmas Carol',https://www.themoviedb.org//movie/13459-barbie-in-'a-christmas-carol'
nan,nan,93,84,"Music,Documentary",Paul Dugdale,2020,12,21,0,97,"ariana grande: excuse me, i love you","https://www.themoviedb.org//movie/774372-ariana-grande-excuse-me,-i-love-you"
25000000.0,72629670.0,100,55,"Action,Thriller,Crime",Luc Besson,2015,9,4,4,96,The Transporter Refueled,https://www.themoviedb.org//movie/287948-the-transporter-refueled
45000000.0,136000000.0,100,51,"Adventure,Horror,Thriller",Jim Cash,1997,4,11,4,89,Anaconda,https://www.themoviedb.org//movie/9360-anaconda
nan,nan,100,67,"Horror,Mystery,Thriller",William Eubank,2021,10,29,4,98,Paranormal Activity: Next of Kin,https://www.themoviedb.org//movie/609972-paranormal-activity-next-of-kin
10000000.0,221590.0,100,58,Comedy,John Stalberg Jr.,2010,6,3,3,99,High School,https://www.themoviedb.org//movie/27584-high-school
3000000.0,19472057.0,100,62,"Horror,Mystery,Thriller",Tom McLoughlin,1986,8,1,4,86,Friday the 13th Part VI: Jason Lives,https://www.themoviedb.org//movie/10225-friday-the-13th-part-vi-jason-lives
nan,nan,86,68,Animation,Tsutomu Shibayama,1992,3,7,5,90,Doraemon: Nobita and the Kingdom of Clouds,https://www.themoviedb.org//movie/134162-doraemon-nobita-and-the-kingdom-of-clouds
150000000.0,287594577.0,100,60,"Family,Animation,Adventure,Comedy",Steve Hickner,2007,10,28,6,91,Bee Movie,https://www.themoviedb.org//movie/5559-bee-movie
nan,nan,93,61,"Science Fiction,Action,Animation,Fantasy",Risako Yoshida,2017,7,28,4,90,The Irregular at Magic High School: The Girl Who Summons the Stars,https://www.themoviedb.org//movie/431821-the-irregular-at-magic-high-school-the-girl-who-summons-the-stars
nan,nan,100,53,"Drama,Comedy",Denis Hennelly,2013,6,15,5,101,Goodbye World,https://www.themoviedb.org//movie/201066-goodbye-world
nan,nan,100,73,"Drama,Family,Fantasy",Jon M. Chu,2007,6,29,4,85,The Secret of the Magic Gourd,https://www.themoviedb.org//movie/38057-the-secret-of-the-magic-gourd
5000000.0,nan,100,45,"Action,Adventure,Fantasy,Drama",Roel Reiné,2012,1,17,1,106,The Scorpion King 3: Battle for Redemption,https://www.themoviedb.org//movie/78049-the-scorpion-king-3-battle-for-redemption
85000000.0,48000000.0,100,74,"Comedy,Action,Romance,Fantasy",Edgar Wright,2010,8,13,4,112,Scott Pilgrim vs. the World,https://www.themoviedb.org//movie/22538-scott-pilgrim-vs.-the-world
50000000.0,132180323.0,100,73,"Crime,Fantasy,Drama",Tom Tykwer,2007,1,5,4,147,Perfume: The Story of a Murderer,https://www.themoviedb.org//movie/1427-perfume-the-story-of-a-murderer
23000000.0,351583407.0,100,69,"Romance,Comedy,Crime,Fantasy",Chuck Russell,1994,7,29,4,101,The Mask,https://www.themoviedb.org//movie/854-the-mask
60000.0,248639099.0,100,63,"Horror,Mystery",Daniel Myrick,1999,7,30,4,81,The Blair Witch Project,https://www.themoviedb.org//movie/2667-the-blair-witch-project
nan,40766041.0,100,64,"Adventure,Animation,Family,Western",David Kirschner,1991,11,21,3,75,An American Tail: Fievel Goes West,https://www.themoviedb.org//movie/10380-an-american-tail-fievel-goes-west
42000000.0,89162162.0,100,60,"Fantasy,Thriller,Horror",Catherine Hardwicke,2011,3,11,4,100,Red Riding Hood,https://www.themoviedb.org//movie/49730-red-riding-hood
nan,855756.0,100,72,"Drama,Thriller",Jennifer Kent,2019,1,31,3,136,The Nightingale,https://www.themoviedb.org//movie/400090-the-nightingale
14000000.0,463406268.0,100,74,"Romance,Comedy",J. F. Lawton,1990,3,23,4,119,Pretty Woman,https://www.themoviedb.org//movie/114-pretty-woman
39000000.0,26820641.0,100,65,"Action,Thriller,Comedy,Crime",Michael Davis,2007,7,26,3,86,Shoot 'Em Up,https://www.themoviedb.org//movie/4141-shoot-'em-up
